"Extension","Description","Category","Format","Programming Language","Program Support"
".g","Binary geometry file format used by BRL-CAD, an open source Constructive Solid Geometry (CSG) solid modeling system; saved in a database format that provides a robust and flexible object storage framework.","CAD Files","N/A","GAP","BRL-CAD"
".go","Source code for a program written in Go, a programming language originally developed by Google; contains code written in plain text format that must be compiled before being run as a program.","Developer Files","Text","Go","LiteIDE, Sublime Text with plugin, Jetbrains IntelliJ IDEA with plugin, Oracle NetBeans with plugin, MacroMates TextMate with bundle"
".gpx","A GPX file is a GPS data file saved in the GPS Exchange format, which is an open standard used by many GPS programs. It contains longitude and latitude location data that may include waypoints, routes, and tracks. GPX files are saved in XML format, which allows GPS data to be more easily imported and read by multiple programs and web services.","GIS Files","XML","Not Found","Google Earth Pro, Garmin BaseCamp, Merkaartor, TopoGrafix EasyGPS, TatukGIS Viewer, GPS Utility, Safe Software FME Desktop, Apple Xcode, gedit, GottenGeography, JOSM, Google Maps, gpx.studio, GPX-Viewer, Open GPX Tracker, i Hike GPS: Topo Maps, GPX Viewer, Arobas Music Guitar Pro"
".odt","An ODT file is a text document created by various word processing programs, such as the Writer program included in Apache OpenOffice and LibreOffice. It contains formatted text and may also include images, drawn objects, and tables. ODT files are similar to .DOCX files.","Text Files","Zip","Not Found","File Viewer Plus, OpenOffice Writer, LibreOffice, Microsoft Word 365, Corel WordPerfect 2020, AbiSource AbiWord, IBM Lotus Notes, Planamesa NeoOffice, Apple TextEdit, Calligra Suite, Google Docs, Microsoft Word, BML Solutions OOReader, OpenDocument Reader, Collabora Office, OriginLab Origin, NIST OOMMF, Any text editor"
".sit","Compressed file ""stuffed"" by Smith Micro StuffIt software; common file compression format used on Macintosh systems; originally Mac-only, now cross-platform, meaning SIT files can be created and opened on both Macintosh and Windows platforms.","Compressed Files","N/A","Not Found","Smith Micro StuffIt Deluxe, Smith Micro StuffIt Expander, ExtractNow, Smith Micro StuffIt Deluxe Mac 16, Incredible Bee Archiver, The Unarchiver"
".src","Source code of a program written in one of many possible programming languages; may be edited with programming software or a basic text editor; can be compiled into an executable program using a software compiler.","Developer Files","N/A","Not Found","Microsoft Visual Studio 2019, Microsoft Notepad, Helios TextPad, Notepad++, Apple Xcode, Apple TextEdit, MacroMates TextMate"
".wbp","File used by Webshots Desktop Connect, an application that enables users to view, organize, and share pictures; contains a collection of .JPEG images stored in the Webshots proprietary format; used to organize multiple pictures in a single collection; same as a .WBC file but less common.","Raster Image Files","Binary","Not Found","Threefold Photos Webshots Desktop Connect, Ultimate Webshots Converter"
".btr","Database file created by Btrieve, a transactional database program designed for speed; contains a collection of records stored in the Btrieve database format; used to store and retrieve data as well as generate reports.","Database Files","N/A","Not Found","Pervasive Btrieve Database Manager, Pervasive PSQL Maintenance Utility, Legend Software BTRIEVE Viewer"
".cer","A CER file is a security file provided by a third party Certificate Authority, such as VeriSign or Thwate, that verifies the authenticity of a website. It is installed on a web server to establish the validity of a certain website hosted on the server.","Web Files","Binary","Not Found","Microsoft Internet Explorer, Mozilla Firefox, Other Web browser, Adobe Acrobat Reader DC, Adobe Acrobat DC, Apple Safari, Apple Keychain Access"
".jbf","Cache file created by the image browser component of Corel Paint Shop Pro (PSP); contains thumbnails for image files that have been viewed; enables the program to quickly display image previews; automatically updated each time users browse images.","Raster Image Files","Binary","Not Found","Corel PaintShop Pro"
".lbi","Library file used by Adobe programs such as Dreamweaver, Flash, and Fireworks; stores a single asset from a larger library collection; may be a JavaScript function, an image, or other Web page component.","Developer Files","Binary","Not Found","Adobe Dreamweaver 2020, Adobe Fireworks — Discontinued, Adobe Flash Professional CC — Discontinued"
".lnk","An LNK file is a shortcut or ""link"" used by Windows as a reference to an original file, folder, or application, similar to an alias on the Macintosh platform. It contains the shortcut target type, location, and filename as well as the program that opens the target file and an optional shortcut key. The file can be created in Windows by right-clicking a file, folder, or executable program and then selecting Create shortcut.","System Files","Binary","Not Found","Microsoft Windows, Flint LinkInfo, TZWorks lp, lnkedit, HxD, Parallels Desktop for Mac with Windows installed, CodeWeavers CrossOver"
".mhtml","An MHTML file is an archive that contains all the contents of a webpage. It stores the HTML of the webpage, as well as linked resources in the webpage, which may include CSS, JavaScript, images, and audio files. MHTML files are primarily used by web developers to save the current state of a webpage for archival purposes.","Web Files","Text and Binary","Not Found","File Viewer Plus, Google Chrome, Microsoft Edge, Microsoft Internet Explorer, Mozilla Firefox with the Mozilla Archive Format extension, Microsoft Word 365, Kingsoft Writer, WizBrother WizHtmlEditor, Terra Informatics BlockNote.Net, Opera, UCWeb UC Browser, UCWeb UC Browser for Chrome OS"
".mpl","An MPL file contains a playlist created by Sony AVCHD digital camcorders. It stores an ordered list of names of individual video clips and references to recorded .MTS video files. MPL files do not store actual video data.","Video Files","Binary","Not Found","Roxio Creator NXT Pro 7, CyberLink PowerDVD 20, CyberLink PowerDirector 365, CyberLink PowerProducer 6, Roxio Toast 18, Roxio Popcorn, VideoLAN VLC media player, Media Player Classic, To SRT Converter, Any text editor, J2 Interactive MX Player"
".mso","An MSO file is a macro reference file created when saving a Microsoft Office document as a webpage. It contains information about macros and OLE (Object Linking and Embedding) objects included in the original file and may be referenced by the created webpage as a style sheet. MSO files may be viewed with a text editor, but will be unreadable since the contents are encoded.","Misc Files","N/A","Not Found","Should not be opened manually, Microsoft Outlook 365"
".pgp","A PGP file is a security key or digital signature that verifies a user's identity. It is used to decrypt a file encrypted by Pretty Good Privacy software. PGP files ensure that only authorized users can open protected files.","Misc Files","N/A","Not Found","Symantec Pretty Good Privacy, Other Pretty Good Privacy encryption software, Autodesk AutoCAD 2022, Microsoft Notepad, Microsoft WordPad, Other text editor"
".ph","Header file that may be referenced by one or more Perl (.PL) scripts; contains Perl code that may include variable declarations and functions; similar to a C header (.H) file, but used by Perl programs.","Developer Files","N/A","Perl","Run with a Perl compiler, Edit with a text editor, America Online 6 or later"
".text","A TEXT file is a simple text document that contains unformatted ASCII text. It can be opened and edited in any text editor or word processor. TEXT files are more commonly saved as .TXT files.","Text Files","Text","Not Found","Microsoft Notepad, Microsoft WordPad, Microsoft Word 365, Corel WordPerfect 2020, Any text editor, Apple TextEdit, Bare Bones BBEdit, MacroMates TextMate, Leafpad, gedit, KWrite, Geany, Other text editor, Online TXT Reader, Read File Online, Apple Pages, Microsoft Office, Microsoft Word, MobiSystems OfficeSuite Pro, Infraware Polaris Office, File Viewer for Android, Rhythm Software QuickEdit text editor, Aquamarine Networks Jota Text Editor, JellyBeanUser Text editor, Google Chrome Text"
".web","Web development project created by Xara Web Designer or Xara Designer Pro; includes the selected site template, the site pages, and the user customizations; can be published to the website server via FTP when complete.","Web Files","Binary","Not Found","MAGIX Xara Designer Pro X, MAGIX Xara Web Designer, MAGIX Xara Photo & Graphic Designer"
".eba","Source code file created by Emergence BASIC (EBasic), a simple IDE used to develop small Windows 32-bit applications; written in the EBasic programming language, which is similar to BASIC; often used for building small Windows utilities.","Developer Files","Text","Not Found","File Viewer Plus, IonicWind IWBasic"
".ec0","Data file used by MetroCount Traffic Executive, a program that generates traffic and vehicle classification reports for traffic surveys; contains report graphs, charts, and properties such as vehicle filter settings, units of measurement, colors, speed bins, classification schemes, and statistical settings.","Data Files","N/A","Not Found","MetroCount Traffic Executive"
".ede","Copy of a disk formatted for the Ensoniq Performance Sampler (EPS), one of the original digital music production tools","Disk Image Files","N/A","Not Found","Chicken Systems Ensoniq Disk Tools"
".frk","File containing the resource fork (resource.frk) or data fork (data.frk) of a Macintosh file; possibly separated during a data transfer.","Misc Files","N/A","Not Found","MacDisk, MacImage, ProSoft Engineering Data Rescue 3, ResourceAccesor"
